city,cloudiness,co,date,delay,event_code,event_desc,feels_like,gb-defra-index,hour,humidity,iconCategory,latitude,length,longitude,magnitudeOfDelay,minute,o3,pm10,pm2_5,pollution_level,pressure,so2,temperature,us-epa-index,uv,visibility,weather_desc,wind_deg,weather_main,wind_speed
ho chi minh city,20,1045.996092109208,2027-05-07,170,100,Queuing traffic,291.1851840117791,8,12,49,1,15.03269927324769,219.852626993032,108.37120773314255,4,34,112.55598424602293,94.1868942813379,99.11706856420795,Low,1022.9607338480773,10.035071479560354,306.29389782253094,2,4,18541,few clouds,354,Clear,0.9787447377505414
ho chi minh city,85,1002.9481439684116,2027-05-08,252,107,Heavy congestion,308.60717979661257,7,6,47,4,15.917319669394063,136.662537740003,108.53764795747315,2,0,143.60850513308762,85.60556906871838,124.73016978931132,High,1016.5542204246941,7.21423193634064,296.1707619529135,5,4,9159,clear sky,188,Rain,4.584543526246694
ho chi minh city,42,1211.168211041303,2027-05-09,117,104,Queuing traffic,291.3422833010606,6,4,62,9,17.180403633212535,280.86246889603905,109.8386418861755,3,45,115.41197378820915,135.67357467228425,50.33352858957001,Moderate,999.1429279226738,28.50061306098107,306.49152149812363,3,2,19251,clear sky,93,Clouds,0.8371458633487208
da nang,48,958.9296619343999,2027-05-10,18,108,Accident,291.5598420549799,10,5,37,7,16.599840024902804,192.99187402473206,107.92035313053013,1,20,60.54859256419159,92.42386641960942,62.55242341289378,Moderate,1017.9646876457199,29.46198752095069,300.948492707017,2,5,9153,rain,89,Rain,-0.16387212804979168
ha noi,21,778.7737034721672,2027-05-11,154,103,Other,309.69433091379597,1,5,79,2,17.082732498198812,171.90515083509106,109.43678280066204,3,8,145.94859028271085,75.54339639954863,43.52754117499822,Moderate,1026.1384782807215,24.640077037480502,293.0504606676249,4,3,14817,clear sky,89,Clouds,6.6437324639729285
ho chi minh city,69,1242.2011179324384,2027-05-12,240,100,Other,300.3992375343283,5,8,76,1,15.400400930190642,176.81778012405454,109.74289729729834,3,58,90.3308397013203,106.31255228058134,54.38294006999614,Moderate,1013.5180952669134,19.562329826869167,305.00631932587686,3,5,17709,rain,54,Thunderstorm,1.0554426239507335
da nang,53,1069.6301110447966,2027-05-13,127,103,Accident,308.74899458361523,2,11,70,4,16.560259018531575,168.4101995660479,106.95842615379144,4,29,64.29195841542473,60.79670787343061,73.19129964062475,High,1010.2147589072943,19.782705398876065,300.59509774538776,4,3,20000,thunderstorm,51,Rain,7.745905269476958
ho chi minh city,94,986.3854306126925,2027-05-14,142,102,Stationary traffic,295.36837533931504,1,4,60,5,17.197435195474583,112.1041113592498,106.95585911534533,2,19,154.01813574481278,92.17965945166974,108.9746864655999,Moderate,1012.0391357805245,17.963966622713794,309.028013210189,1,0,11968,rain,351,Rain,7.666785650945201
ho chi minh city,27,1279.282071229058,2027-05-15,269,107,Queuing traffic,293.5505239650662,9,3,59,2,16.566796790107286,264.74561708730016,109.43697902481286,4,39,114.68837468800213,108.82589800163618,148.9151235553838,Low,1025.478500660246,28.438982198483245,293.9553003375097,4,7,5000,rain,223,Thunderstorm,7.826416312199438
da nang,79,1456.1753536303072,2027-05-16,118,100,Road maintenance,288.4335245356294,7,5,57,4,16.26887382277087,216.0230393236009,109.85347353804113,1,31,102.71095092491448,131.2029072812075,85.48053387856585,Moderate,1001.9676269751525,12.035619347749918,293.3510208468041,4,1,20000,rain,344,Clear,4.42425105147556
ha noi,51,1068.618568728914,2027-05-17,235,106,Stationary traffic,306.83484966837045,4,9,38,1,17.95292026441065,170.51656791324518,109.67317178702916,4,26,100.52024143709515,116.71666054504705,40.56574856011018,High,1018.268178585884,13.625558337313041,292.4201924975622,2,6,20000,rain,186,Rain,2.6723914256447605
ha noi,57,974.0089107877528,2027-05-18,201,108,Closed,304.33054074197486,8,20,25,5,15.505328347974562,195.4656320089983,107.10239487372036,1,56,61.01503971114085,121.56171065757658,72.01878583992328,High,1019.9775592037637,15.390683447327582,299.749522322626,1,1,17213,few clouds,48,Rain,5.6415340322526975
ho chi minh city,69,973.2331267910777,2027-05-19,148,103,Stationary traffic,300.7434278400681,1,9,54,4,15.082285807717511,169.02443808506754,109.35308323021975,1,3,89.7630844314912,54.647438798710716,124.85645290206602,Moderate,1024.5786867452468,15.945804814432243,293.27538878653223,3,2,17138,scattered clouds,309,Rain,5.821766164953507
ha noi,59,1356.9770440519408,2027-05-20,149,105,Road maintenance,309.1994462581299,3,2,66,4,17.869625825592323,133.13973008552773,107.27782114885916,4,10,101.80481779916532,137.6004443361148,130.14548806551832,Moderate,998.3446095237905,12.380891094183292,294.66719658658883,4,10,11892,rain,325,Rain,0.5286945357858964
ha noi,80,867.8439826918219,2027-05-21,122,107,Road maintenance,296.09816865336677,1,7,42,5,17.797546415480788,67.85350540524732,107.66690703307474,4,46,61.316829306311405,133.4480403956455,54.67491434958427,Low,1027.480257470962,18.586316796147614,301.57947358253165,2,3,18816,clear sky,337,Clear,9.45127180577769
da nang,80,1122.4669274839841,2027-05-22,157,101,Other,293.59364685214763,1,8,46,4,15.266209202446477,63.102210883243146,108.76981791996556,4,52,86.84689636383445,91.93252530216598,87.16864773307864,Moderate,1021.3629117202883,10.897735619581049,308.2425280137061,2,8,20000,rain,108,Thunderstorm,1.9107609360528417
ha noi,44,1516.3859451560515,2027-05-23,57,101,Road maintenance,297.39270088740295,3,13,51,3,16.473479314745322,202.00429982047834,108.11382825662496,3,5,98.09686017409442,94.74439764264822,113.01224413246463,Low,1014.6169553037279,18.142399810686886,298.294221273888,4,5,14744,rain,203,Clear,1.0847298719277403
ho chi minh city,3,1068.6370701324797,2027-05-24,84,101,Road maintenance,300.4650027621551,9,10,62,5,17.510974642740603,101.59823155451417,108.61699822995455,3,1,83.96933584816206,37.37424637839538,88.2158966335578,High,1001.2995622225185,14.87484584406701,297.50202708949803,4,1,20000,clear sky,101,Thunderstorm,10.062233364579436
ho chi minh city,65,905.6291813589032,2027-05-25,265,102,Road maintenance,295.07651754655575,6,22,86,5,16.332505042696006,109.187596861891,109.24186857862249,3,5,112.6977096611405,143.0118733783505,99.26265160855027,High,1011.8797203759498,25.985319445059705,309.4640313663494,1,5,15816,thunderstorm,39,Clear,3.02796730117518
ho chi minh city,42,1385.3523992110174,2027-05-26,164,106,Accident,296.38160502130995,1,3,80,3,17.208016881249254,98.82064749601602,107.66206681630324,4,58,125.89732742358669,82.3794890973297,99.46630423313982,High,1013.7437845048371,17.427273741618187,303.28027150803547,3,4,14721,few clouds,336,Rain,0.4803003589767906
da nang,82,781.5231891887646,2027-05-27,221,107,Stationary traffic,293.61067796334703,4,12,59,9,15.643855895990475,83.50637466115144,108.22453324892356,4,29,131.48729737909656,87.76470355615042,94.03049006428444,Low,1010.8221043302713,18.482811918475768,301.05166388360664,3,7,14903,few clouds,78,Rain,7.355372650404171
ho chi minh city,82,1352.6986052672792,2027-05-28,259,100,Other,293.8547445289303,6,3,70,9,17.115027974697526,57.3565565182699,107.93658078059731,1,41,70.0785841050817,124.36590022347094,124.75857338108555,Moderate,1007.8636604894019,31.39345867592715,295.6205292893121,4,2,15489,rain,91,Thunderstorm,7.6583813960361065
ho chi minh city,81,971.2291555320063,2027-05-29,178,105,Other,309.0057027817868,10,0,79,3,17.447208210055418,205.97649481253904,108.20419989890199,2,45,129.71159876061546,108.22316235702819,119.31307953646585,High,1017.9631615750508,23.953351512245,292.09335304798816,2,0,7342,few clouds,229,Clouds,11.653997716878678
ho chi minh city,64,837.8280113708034,2027-05-30,225,107,Heavy congestion,293.78228180263164,8,2,56,7,15.871743523283099,217.50926817899975,109.45480892445713,3,21,53.14296621044475,61.12906916310976,107.95502210137387,High,1008.266006090726,30.592114216291904,292.1358260712998,1,4,20000,scattered clouds,213,Rain,4.259794346510901
ha noi,13,811.0522709681654,2027-05-31,228,109,Stationary traffic,291.78420824906,1,20,81,2,16.610737001539885,213.41282898301316,108.9137721862663,4,21,110.56501804058291,70.68063873742928,59.38108719950223,Low,1017.1045273057026,11.26106523771725,307.6396424388972,5,6,13857,few clouds,45,Thunderstorm,8.541343019465408
ho chi minh city,1,976.540763428526,2027-06-01,188,101,Queuing traffic,293.6748747221564,3,5,56,3,17.33986982403806,199.23796914650683,109.13141948396715,1,10,123.26698331464222,110.24447158261796,141.2819423769612,Low,1020.1972453543286,26.40571121994543,300.4926204704567,5,10,20000,clear sky,335,Rain,3.4591500987157073
ho chi minh city,93,1468.689170881915,2027-06-02,252,104,Closed,288.6789376574506,9,18,29,3,15.826744252513867,242.27650770777456,107.82271350773108,1,6,61.65146603186039,64.41364166249187,83.69755742570673,High,1008.3575422387012,29.71756873075827,294.1703541321018,3,8,20000,clear sky,38,Thunderstorm,8.170547132057472
da nang,16,1160.335220904617,2027-06-03,202,106,Closed,290.58823039987516,1,14,63,4,15.033742432465546,215.856694966647,108.1756498842703,3,59,129.54458567859245,110.5587880066648,87.53365734839772,Low,997.096061927589,10.525534052596543,303.0629187098789,4,3,15165,clear sky,40,Clouds,7.144207812985659
ho chi minh city,98,988.7418254363686,2027-06-04,166,103,Other,291.5650861386681,1,7,92,1,16.90091928196514,295.0166320472747,107.84219430018037,3,40,74.66013097183902,152.1087693258564,51.761753995395026,Moderate,997.1136515123791,25.024864459662734,293.4208855451535,4,4,5991,clear sky,12,Clear,7.014452762665115
da nang,41,1308.2279774604917,2027-06-05,130,109,Closed,308.1965562222473,4,13,41,9,16.31645655901946,56.55472542180393,107.15206290042941,1,54,120.3623372999503,149.28240659682874,154.29991571618518,High,1014.8948766329871,20.264042133349704,300.3236400177689,2,1,18888,few clouds,334,Rain,1.6645391580676037
ha noi,78,1156.2608710745246,2027-06-06,178,102,Closed,289.40879160059035,1,16,56,5,18.023844107551454,201.69702285746166,109.44374396635384,3,11,57.71141604643873,60.16875712235054,59.812564036591304,High,1007.0091078992599,16.479129626224683,302.30984902606986,3,8,20000,rain,41,Clouds,2.14297795860762
ho chi minh city,84,1131.1528371597162,2027-06-07,100,106,Queuing traffic,297.5411215908138,5,11,70,1,15.540696380486462,266.4098188683328,107.13045028108938,3,29,136.46817318794072,94.50298539501276,124.79575781624096,Moderate,997.3267044512269,17.011510730134148,301.336690513134,1,6,12237,few clouds,228,Rain,7.528801133225183
da nang,50,1282.5665670865014,2027-06-08,111,107,Other,300.361231872817,3,11,83,4,17.28024717946607,283.7151524732843,107.49155966124441,2,45,133.88044211310606,69.4562626762516,87.94560796150608,Low,1016.2147600067985,27.43725092913361,291.7061589339196,2,10,14549,few clouds,211,Clouds,9.024471636415296
ha noi,66,827.4645531950915,2027-06-09,224,105,Stationary traffic,294.37940386327455,5,14,85,1,15.609873746006947,86.2027266963041,109.5204329469167,4,40,57.544759180664556,89.4994659777431,126.50062390364506,High,1002.7573914228326,22.31904744929443,293.0264722138113,1,7,20000,thunderstorm,170,Rain,8.584264269768363
ho chi minh city,25,975.8347153566857,2027-06-10,165,104,Heavy congestion,296.53652257405315,4,5,48,2,17.888562018099154,194.8156494509076,108.37020280670221,4,22,126.3752727867026,102.49103068126614,116.80238518264142,High,1023.5820772297628,24.379963771979398,301.2240727689778,3,6,14342,clear sky,125,Thunderstorm,7.789857147359211
ha noi,31,1473.9229867139525,2027-06-11,169,103,Road maintenance,305.3844630344162,5,13,62,4,16.072240488742374,103.5921968344687,108.5215861648104,4,47,111.21678999573294,88.30386013551217,90.55795733841401,Low,1015.5952420206494,19.277753281737894,303.2789916346784,4,5,11981,clear sky,264,Clear,8.326981343853497
ha noi,69,1013.0832921558575,2027-06-12,234,100,Road maintenance,296.8455545633787,5,7,83,7,17.015368707188728,289.61450010951006,107.87794044667397,1,4,113.91433386161637,136.678668748122,132.17699432646296,High,1006.7844933865834,9.262830803962208,296.0561847097958,3,1,7023,rain,66,Clear,9.328941249490597
da nang,77,1252.991591886815,2027-06-13,165,105,Closed,306.9919530227072,1,4,56,1,15.459661126349717,249.90385555551913,108.26947380797219,1,2,95.67407410692064,99.88827057080816,66.12833461328208,High,1015.2685607356156,29.333664315804658,304.2633176676531,2,3,15764,rain,333,Thunderstorm,0.9263732926624673
ha noi,90,1295.092859112255,2027-06-14,201,102,Heavy congestion,289.3471477251671,1,2,30,4,17.337514039007374,147.37855682011553,108.21707980804172,1,33,94.05042654704299,66.75435418131644,82.6841897595421,Low,1005.3536878321643,13.041102512613769,306.05998351456395,1,7,14778,scattered clouds,288,Rain,4.621134451600442
ho chi minh city,44,1077.042436505485,2027-06-15,151,100,Stationary traffic,300.20410661045855,3,12,66,2,16.069007968261865,290.4784954299792,107.41263373656854,3,25,51.37320065683356,97.4121860161665,112.67842029596278,Low,1002.3882173635745,14.810145867999509,310.7360388718044,4,4,17237,thunderstorm,103,Rain,7.454176874367226
da nang,79,1373.2489717108097,2027-06-16,200,105,Road maintenance,295.81284922209556,4,13,32,7,16.821698917975908,81.36156016795367,109.70017665201817,2,45,148.56824836512388,81.88595440539565,127.48083349321554,High,1014.8419172029759,24.741813341941914,310.0681578110852,1,0,17365,few clouds,9,Clear,8.244498559062304
ha noi,96,837.38622320562,2027-06-17,16,108,Road maintenance,297.97297587210636,8,6,87,3,16.451618335328092,161.07489038642694,108.75628981163801,2,14,116.91908739007152,67.4906511636293,97.89518254162057,High,1016.7064376847719,22.569994297155514,298.2815823130951,2,5,18773,thunderstorm,322,Thunderstorm,5.454072241418354
ho chi minh city,41,1310.8275500699056,2027-06-18,147,105,Heavy congestion,290.3728567455577,2,6,76,7,15.160422886773858,91.5984869012128,107.20626811613424,3,58,72.61915174488257,71.43782673305071,69.5228193884906,High,1004.6560047188082,23.802280240817485,302.20290599449373,4,5,16949,rain,319,Clear,10.287168775451594
ho chi minh city,96,843.1626641665597,2027-06-19,238,105,Stationary traffic,306.36109303429464,8,13,20,7,16.902603660820837,227.73768703141516,107.31837417200374,1,52,119.36619864721487,106.35721286072936,88.62681818391272,Moderate,1006.7254668095462,30.017360306331373,303.66550784293196,4,6,18331,few clouds,82,Clouds,8.293753714215976
ha noi,23,997.9377902754052,2027-06-20,159,106,Stationary traffic,310.75190670318443,9,21,46,3,15.866899090660526,87.74171921937729,109.10299199104853,3,57,121.2233003318366,107.8447352677453,94.43188564140972,Low,1005.1376227920308,26.63407379491951,308.9771800698555,1,6,8501,thunderstorm,332,Clear,9.40918667496248
ha noi,8,1028.7085956596893,2027-06-21,129,103,Queuing traffic,293.89235375329457,1,19,69,1,17.068431882540036,202.43554354297663,108.63497142886945,1,6,104.62050791104109,146.83249971635775,40.444425404596956,Low,1006.3034938230735,5.847422971210185,299.17699842192053,2,7,16754,rain,32,Thunderstorm,4.160757466212179
ho chi minh city,42,1394.3290082333585,2027-06-22,184,105,Road maintenance,304.5189746324438,6,0,78,2,15.658118181821658,191.0690378409467,107.07713222237557,1,0,127.96408575792985,94.75681863897734,57.32456590460591,High,1008.5669712557666,22.284534239301333,299.6281324460556,2,4,13419,few clouds,77,Clear,8.784223594034312
da nang,73,839.9446517988333,2027-06-23,125,103,Accident,296.0425990177395,1,2,62,9,17.725693518945725,134.43959186799046,108.0313325113499,3,0,155.23102282804146,114.28503679172141,108.82733172572104,Moderate,1029.844256339084,29.603294044569648,303.17919758269784,2,1,6332,clear sky,291,Clouds,4.069716768728095
ho chi minh city,89,1360.507933951967,2027-06-24,300,102,Closed,305.9592301404647,5,11,53,8,17.891085502178008,179.01700041756092,109.20888545067758,3,42,87.52644734700638,96.53078391739045,58.77560675618402,Low,1002.6543463661109,32.41998620909767,290.79293762420923,1,4,9195,few clouds,234,Rain,9.604416879488726
ha noi,28,1252.7905993279383,2027-06-25,140,103,Other,297.2882664374665,4,19,51,3,16.58220735960728,244.1025380710746,108.30527770986096,3,25,55.74350748648398,90.85266564251386,113.54536652905725,High,1004.3653388654833,14.774841780495393,297.1230415141202,5,0,20000,few clouds,90,Thunderstorm,6.105229046683237
ha noi,44,1320.149379108442,2027-06-26,190,107,Accident,299.28949877381694,1,14,70,3,16.89883999308871,257.96674833552487,107.10415511455153,2,18,55.34698897646653,154.84759607417925,57.115304634797525,Moderate,1018.561516200695,15.911603049226844,300.6241436888059,3,1,20000,clear sky,212,Thunderstorm,6.052856723322188
ha noi,22,1193.6593627235216,2027-06-27,89,101,Road maintenance,293.4786188004684,10,22,20,4,17.565917949142463,53.806501587486586,109.28010417757851,3,58,93.61349645709382,94.98230483378097,74.89275274413116,High,1024.4456213589617,11.283461152397473,302.75525662206485,4,2,9167,clear sky,71,Clear,7.427486709375736
ho chi minh city,78,1043.2848523848338,2027-06-28,51,101,Heavy congestion,296.85755282760687,8,18,46,1,16.434116574115627,213.27894047532877,109.60909560452255,2,57,133.1993773712661,132.42171387225,132.9736386461432,Moderate,1008.1585916104401,10.172051594792572,292.7534343932373,1,0,10390,few clouds,224,Rain,8.199444293205675
ho chi minh city,59,1469.5875254067612,2027-06-29,151,104,Other,296.63987306806155,8,22,60,7,16.056114314222505,81.79104992149047,107.72203238330552,3,15,70.065205402901,115.40798742471948,62.58666507129578,Moderate,1028.5061466851298,22.56640332547306,296.4789606496523,1,1,19772,few clouds,228,Rain,8.001853301314698
ha noi,76,1178.040567327119,2027-06-30,164,108,Accident,294.1531145542037,3,2,20,3,16.62152251760488,250.6710634308379,108.67601583105198,4,13,129.13136208761145,127.84843667111035,56.13335857491397,Low,1000.8228018754185,23.734842584901415,291.36549230636126,1,3,12349,rain,155,Rain,6.678669971276073
ho chi minh city,18,1263.030280908487,2027-07-01,210,107,Road maintenance,303.4949820485366,4,6,62,8,17.809719448351107,213.5221204163046,107.44463229538776,1,58,42.39344625621515,117.81683576339732,133.75830915244947,High,1008.486977299975,14.263804840016089,287.2775232296474,2,9,10518,scattered clouds,159,Thunderstorm,3.411478479627306
ha noi,21,1354.6889580537836,2027-07-02,58,103,Road maintenance,300.21089903505333,2,10,59,1,17.802595240315746,257.5724525820092,107.82512921029246,2,3,154.20068527280554,123.70535252423876,138.78417036973386,Low,1020.5019929405281,15.614180999803876,303.78923601402073,1,5,17974,clear sky,67,Clear,1.5829523170523578
ha noi,30,1320.3754420716525,2027-07-03,141,105,Accident,296.76984863626234,6,20,58,8,15.81312569185047,45.15183725024711,108.76775847785456,3,25,45.42572347267014,146.32833123192745,129.53782881834968,Moderate,999.6113020944192,17.410388815232363,290.8768149625652,2,4,15591,thunderstorm,192,Clouds,1.0420342848330675
da nang,8,1406.6950775165203,2027-07-04,179,109,Stationary traffic,308.60328049911254,1,12,68,5,17.596844845067665,125.3164985907936,108.3848006068274,3,11,96.30415263736205,105.40370747207294,93.2006022033252,Low,1004.6839910086554,23.48201641416418,309.0100721099605,4,7,13688,clear sky,203,Thunderstorm,0.6622116518935187
da nang,93,1286.9738768005207,2027-07-05,0,109,Other,296.1118694032367,1,9,69,1,15.54365295847855,256.1695506152003,109.99714147235697,4,6,124.40188983649782,92.47472459127107,64.58254502872585,Moderate,1024.0002009833404,13.349710279129637,306.90054693699744,4,0,12630,few clouds,63,Clear,6.9111752616791975
ha noi,47,1212.043907276335,2027-07-06,180,109,Closed,290.78222029905857,4,4,56,5,15.916222747460113,154.13857833272093,109.75328892617246,3,52,99.74409764885789,48.11187612776076,53.23291167681998,Moderate,1013.8625464062598,26.961317199218385,307.3846248097772,1,7,20000,thunderstorm,174,Rain,9.552789798756471
ha noi,60,1182.756458958289,2027-07-07,149,101,Closed,288.572424703661,5,8,54,6,15.284476044847745,198.72300305372167,109.46779084804206,1,23,75.3283549815377,59.79445474449355,94.74704011678266,Low,997.0715354985501,27.532562869334882,304.5003449741856,1,4,20000,few clouds,353,Clear,2.479243062865944
da nang,39,1286.8163169166587,2027-07-08,200,107,Closed,294.1265128048615,1,7,43,7,16.676207772286272,282.3880014022515,107.69461779002181,3,28,83.2342989651786,52.741013881098596,135.28775543554772,Low,1007.507400342264,19.503423834859912,305.7740900837072,2,5,12468,rain,130,Thunderstorm,7.291069041853406
ha noi,14,1007.9210174602973,2027-07-09,123,107,Closed,301.04122676378086,3,20,55,1,15.248015634991722,182.67235494038104,107.1077532536494,4,30,130.31392248526262,110.36682232081156,133.86382059272555,Moderate,1010.8141394953026,24.688830413614184,308.1637215628255,2,4,20000,few clouds,30,Clouds,4.06196881517607
ho chi minh city,88,881.4904221448302,2027-07-10,255,104,Road maintenance,291.5454910582369,6,12,65,2,16.842865705777736,227.91094096751593,108.28227286985512,1,45,132.15606335594194,67.43954805688989,88.16601868647757,Low,1012.5604436510582,23.979338523475946,298.9924413860029,4,3,12211,rain,139,Rain,4.721832791527586
ho chi minh city,92,1240.4623232371016,2027-07-11,300,100,Stationary traffic,306.98134225306677,6,14,100,3,17.87824059768142,244.6241461261961,108.87055909551133,4,14,80.90220097642356,103.06144921394564,96.71869870071373,Moderate,1023.6269830392849,24.752755657479362,302.95138198882995,2,6,18652,few clouds,27,Thunderstorm,2.7626572532757256
da nang,60,937.7390145642082,2027-07-12,172,101,Other,292.5040983382765,1,22,80,1,15.423266471708796,187.4637858457523,108.91240601580432,3,36,132.34723067422172,98.39104157290488,115.96109489037532,High,1007.3748166891103,29.559018245232778,293.99169514800985,2,4,5000,clear sky,92,Clear,7.2178280738654665
ho chi minh city,94,1094.8049261028877,2027-07-13,122,101,Road maintenance,297.7805818850276,1,12,38,9,15.287987973235413,251.66746217102207,109.53949517444002,4,40,138.97147313254564,154.48477313832996,136.11069716080644,Moderate,1019.6773335170191,13.67564587000718,301.04967779825273,4,4,20000,thunderstorm,49,Clear,7.449958061778147
da nang,40,985.3649252294704,2027-07-14,200,104,Stationary traffic,301.4805875433684,5,12,53,9,15.648728400394704,221.30475981655732,108.13799930529476,3,37,144.81026745872475,86.39316620677596,106.16190077379024,Low,1006.351584435244,25.519275040357478,299.4758131832509,1,5,17898,thunderstorm,106,Thunderstorm,2.495874734975872
da nang,44,1058.8007642200264,2027-07-15,58,109,Other,291.02565207233215,5,22,25,1,16.702132964856975,162.0101965649059,109.85142974520473,2,54,90.51516066512242,97.28484323769773,97.9674084330344,Moderate,1000.5766315573895,22.703609036514628,301.4523479785374,3,6,11517,clear sky,318,Clear,3.5345090029338895
ha noi,33,1222.4706740300867,2027-07-16,160,104,Closed,300.022622398103,7,11,27,2,17.917196335644622,188.71642033132898,108.71845727094524,2,21,99.62361637763864,115.18310228649854,82.07643528953157,Moderate,1025.003172874658,15.61268234330157,301.1468407932392,2,4,20000,clear sky,58,Rain,4.342139826762892
ha noi,15,1370.9043376798757,2027-07-17,156,102,Stationary traffic,301.1494599063877,1,11,35,1,16.800892884540232,93.84804683178389,109.10677449398719,2,55,93.26645418860475,105.15191837044416,125.78934289973253,High,1015.7249062647929,9.6033267488564,299.6062060657575,2,6,18601,scattered clouds,94,Rain,5.2203168673107365
da nang,73,890.0038561120566,2027-07-18,17,109,Accident,298.3872589281229,1,10,67,9,15.88201840312193,126.96643659987902,109.51419761186746,4,38,112.5902006470613,84.96712782904471,99.2261229208034,Moderate,1015.8708706507541,16.1293586523985,307.45247558881306,2,7,20000,clear sky,88,Clear,3.170844334723761
da nang,20,1427.1066016641964,2027-07-19,147,108,Queuing traffic,293.3788214600649,8,17,20,9,16.675256601697114,154.22170139071156,108.26572108675585,4,58,149.8037800906133,87.2902875187844,86.97313090320235,High,1016.7135812152956,23.73946423018542,309.2830735839541,4,3,10419,scattered clouds,243,Rain,8.275497912034119
ha noi,43,1222.4260421049878,2027-07-20,0,101,Stationary traffic,299.1395818817641,4,6,71,6,15.78173710900489,181.3935133532954,108.60492527207207,1,30,97.71385163105555,80.15600284489116,131.6532724579123,Low,1014.9704084884172,13.290252106650692,301.160386893351,3,6,5000,clear sky,305,Rain,9.985189661662943
ho chi minh city,9,898.866983587845,2027-07-21,148,103,Heavy congestion,295.7020480188857,4,21,100,1,15.422467670496218,133.7058116895738,109.3591905386396,4,20,91.28464103924479,94.81220718855515,119.60974274234461,Low,998.6411326950753,18.72448713409291,290.2416397815355,2,1,15471,clear sky,347,Thunderstorm,9.966433030999132
ha noi,100,1351.3742077357533,2027-07-22,0,107,Other,303.50230342428915,8,17,50,2,16.91901498216119,170.1862985404578,109.58296025991142,2,45,96.30554440974974,137.4533996727185,87.35242800608307,Low,1018.6100103982745,26.550899915058345,288.2943433248066,1,2,10653,thunderstorm,275,Clear,10.378457749606886
da nang,18,895.8054633150871,2027-07-23,134,107,Road maintenance,296.8569301806279,5,14,68,8,16.493568301138005,166.61956874499467,109.92655861324981,3,37,95.75886686891033,91.08110706989417,102.30737740227411,Low,999.5098858422954,18.215737880044173,294.5651279877076,1,0,15302,rain,156,Thunderstorm,4.582673929131527
ha noi,100,1409.9066417871804,2027-07-24,229,106,Accident,293.85342845722346,1,22,63,1,15.202638586736823,38.27351578058794,109.72149734896573,1,0,130.21497610983522,80.08944817366613,61.54095103611675,Low,1012.1815943379133,29.19753045338867,296.82520534001213,4,2,10352,clear sky,11,Clouds,3.9130443825104737
ha noi,26,1436.138097151761,2027-07-25,97,107,Closed,295.35564908792685,2,0,52,3,15.41082728294586,215.0254295194877,109.73592126564432,3,52,101.18040550612716,83.94055613473837,65.6279257371562,Moderate,1022.482504763203,11.904148786482018,305.08900470572155,1,5,12879,clear sky,277,Rain,8.1662081357641
da nang,25,1230.1384459262065,2027-07-26,167,106,Heavy congestion,308.2889859847522,7,15,47,7,15.780123722722724,157.30470801624222,108.58324686519987,1,2,81.59696099945796,82.5571294309145,37.48916416859465,Low,1008.0789589923771,24.474270461868308,291.89986316360915,1,5,15268,few clouds,56,Clear,9.360109894677814
ha noi,64,1382.402170074235,2027-07-27,217,105,Accident,302.5094716632908,10,9,43,4,16.9370635961928,200.40527939169215,108.12952718212084,4,22,89.97948822275018,66.93177999524566,131.47380326216955,High,1022.8717760096608,26.57723765572896,294.1460289097062,2,4,20000,scattered clouds,158,Clear,2.7678370861870634
ho chi minh city,20,1409.27371761308,2027-07-28,98,106,Closed,292.6843981607728,8,6,67,8,17.92732844143028,137.34508481755216,107.41388046505843,4,55,101.4965679492648,119.33441248458148,81.60998258404823,High,1018.2393233751077,14.341282118974384,292.33707026435826,3,6,20000,scattered clouds,219,Thunderstorm,-0.12900211328794442
da nang,97,1511.804372137388,2027-07-29,163,108,Queuing traffic,294.49162436750544,2,22,60,8,15.10867944981532,76.11275203014168,109.30917282387902,3,10,111.12183570016728,113.76634124621954,109.46506368515377,Low,1023.5545782299777,12.923369109107794,289.5225849080009,1,0,8496,few clouds,17,Clear,1.7368965561912302
da nang,66,787.346227380006,2027-07-30,115,104,Stationary traffic,304.2278125406779,5,15,79,8,16.450995768168013,280.1052558644145,107.96363400804094,1,42,125.64009322502328,147.2535743420161,96.47244922677156,Low,1008.9109325467243,14.052480460404592,304.81171366099136,3,7,10590,rain,59,Clouds,5.6499905754228115
ha noi,100,1529.6347158740436,2027-07-31,156,108,Other,305.39769383426534,1,0,35,1,16.966023949462734,141.7440206022081,107.7246302164525,1,19,63.18149340394156,148.24001631346053,81.77469005090191,High,1005.403095092282,23.93704116373885,309.8652001529189,1,3,16436,clear sky,324,Clear,5.1901317609806075
ho chi minh city,27,1473.8109210631865,2027-08-01,130,108,Road maintenance,306.47719588936735,9,12,59,5,16.26521412422011,148.4477164358674,109.18820169950979,2,57,123.02676731311593,82.86261605825702,130.88436465268305,Low,1012.1760722229694,22.51522072264519,294.5343130098758,4,3,16132,few clouds,78,Clouds,0.7878422904769886
ha noi,0,831.8316972923774,2027-08-02,137,106,Queuing traffic,308.68149184553204,4,2,45,5,16.71918019905332,190.99092655913776,108.39845609557945,4,7,99.68637748407087,101.15201546046242,55.642860543179694,Moderate,1026.4701908965624,18.619823579177318,310.824222147629,2,2,14300,clear sky,277,Clear,5.351565646422719
